No,施設区分,配置施設名,所管課,所在地,lat,lng,電話番号,AED利用可能時間,時間外利用方法,,施設数,配置台数,施設内の設置場所,,,,,,,
425,,八木間六本松公園（プール開催期間中のみ）,公園整備課,清水区八木間２０２１番地,35.07178,138.523686,-,プール開催期間の開園時間のみ,時間外利用不可,,1,1,プールサイド監視員待機場所横(開催期間),,,,,,,
426,小学校,市立蒲原西小学校,教育施設課,清水区蒲原新田ニ丁目２５－１,35.11906,138.595218,385-4125,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階職員室前廊下,,,,,,,
427,,市立蒲原東小学校,教育施設課,清水区蒲原６６６,35.117024,138.609019,385-4155,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
428,,市立清水飯田小学校,教育施設課,清水区下野中２－４０,35.035407,138.469215,366-6091,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階保健室前廊下,,,,,,,
429,,市立清水飯田東小学校,教育施設課,清水区八坂北一丁目２３－４０,35.034994,138.473014,365-1444,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
430,,市立清水庵原小学校,教育施設課,清水区庵原町１７２３,35.05188,138.475217,365-3824,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
431,,市立清水入江小学校,教育施設課,清水区追分二丁目３－１,35.012459,138.477847,366-6210,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
432,,市立清水有度第一小学校,教育施設課,清水区有度本町３－１,35.007226,138.453253,345-0511,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階職員室前廊下,,,,,,,
433,,市立清水有度第二小学校,教育施設課,清水区草薙杉道三丁目１９－１,35.001247,138.450754,345-2391,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,図書館入口,,,,,,,
434,,市立清水江尻小学校,教育施設課,清水区江尻町１４－６３,35.02117,138.47997,366-6010,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階職員室前廊下,,,,,,,
435,,市立清水岡小学校,教育施設課,清水区神田町４－３,35.007636,138.480734,353-3368,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,1階職員玄関,,,,,,,
436,,市立清水興津小学校,教育施設課,清水区興津中町３５０－１,35.054858,138.525934,369-0185,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階職員室前廊下,,,,,,,
437,,市立清水小島小学校,教育施設課,清水区小島町６１９,35.091895,138.515173,393-2014,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
438,,市立清水小河内小学校,教育施設課,清水区小河内２７２３,35.120958,138.5115,393-2044,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
439,,市立清水駒越小学校,教育施設課,清水区駒越東町２－２０,34.981869,138.501852,334-2331,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階保健室前廊下,,,,,,,
440,,市立清水宍原小学校,教育施設課,清水区宍原９１９,35.159961,138.518616,394-0341,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
441,,市立清水小学校,教育施設課,清水区松井町１５－１,35.002989,138.490869,353-3341,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,南校舎１階廊下,,,,,,,
442,,市立清水袖師小学校,教育施設課,清水区袖師町４２０,35.0352,138.489199,366-7310,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階職員室前廊下,,,,,,,
443,,市立清水高部小学校,教育施設課,清水区押切１１１５－２,35.029544,138.449928,345-7010,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
444,,市立清水高部東小学校,教育施設課,清水区押切１９０７,35.034793,138.456199,347-2861,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,体育館入口,,,,,,,
445,,市立清水辻小学校,教育施設課,清水区辻四丁目３－４０,35.026998,138.484853,365-5910,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階保健室前廊下,,,,,,,
446,,市立清水中河内小学校,教育施設課,清水区中河内２５８３－１,35.137066,138.470735,395-2241,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
447,,市立清水西河内小学校,教育施設課,清水区西里１４３,35.121796,138.443516,395-2041,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,体育館前ホール,,,,,,,
448,,市立清水浜田小学校,教育施設課,清水区浜田町１１－１,35.013155,138.482992,353-6135,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
449,,市立清水不二見小学校,教育施設課,清水区新緑町２－２１,34.995457,138.489125,334-2510,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階保健室前廊下,,,,,,,
450,,市立清水船越小学校,教育施設課,清水区船越三丁目１５－１,34.998289,138.471882,351-1804,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
451,,市立清水三保第一小学校,教育施設課,清水区三保１０６９－１,35.001054,138.522188,334-0721,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階保健室前廊下,,,,,,,
452,,市立清水三保第二小学校,教育施設課,清水区折戸五丁目８－２,34.990891,138.516525,334-6364,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階保健室前廊下,,,,,,,
453,,市立清水和田島小学校,教育施設課,清水区和田島６１１,35.108617,138.48064,395-2031,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階職員室前廊下,,,,,,,
454,,市立由比小学校,教育施設課,清水区由比町屋原３２９番地,35.108295,138.557624,375-2074,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階保健室前廊下,,,,,,,
455,,市立由比北小学校,教育施設課,清水区由比入山２１５８番地,35.129311,138.556677,375-3047,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階職員室前廊下,,,,,,,
456,中学校,市立清水第一中学校,教育施設課,清水区宮代町５－５５,35.026658,138.483784,366-5920,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階職員室内,,,,,,,
457,,市立清水第二中学校,教育施設課,清水区神田町４－５７,35.006878,138.479545,353-3371,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階保健室前廊下,,,,,,,
458,,市立清水第三中学校,教育施設課,清水区三光町３－５７,35.00182,138.487159,353-1194,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階保健室前廊下,,,,,,,
459,,市立清水第四中学校,教育施設課,清水区村松６８３－１,34.990616,138.48667,334-2261,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階保健室前廊下,,,,,,,
460,,市立清水第五中学校,教育施設課,清水区三保１７２０,35.001506,138.524824,334-0034,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,体育館,,,,,,,
461,,市立清水第六中学校,教育施設課,清水区天王西１０－４０,35.030263,138.459296,366-6520,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,2,体育館入口,,,,,,,
462,,市立清水第六中学校,教育施設課,清水区天王西１０－４０,35.030263,138.459296,366-6520,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,,,保健室内,,,,,,,
463,,市立清水第七中学校,教育施設課,清水区草薙三丁目９－２０,35.001913,138.448112,345-5478,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,2,１階玄関ロビー,,,,,,,
464,,市立清水第七中学校,教育施設課,清水区草薙三丁目９－２０,35.001913,138.448112,345-5478,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,,,体育館入口,,,,,,,
465,,市立清水第八中学校,教育施設課,清水区追分四丁目２４２９,35.01474,138.467249,345-5488,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
466,,市立清水飯田中学校,教育施設課,清水区山原１１２－１,35.041357,138.468379,365-9571,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階生徒昇降口,,,,,,,
467,,市立清水庵原中学校,教育施設課,清水区原２４５,35.050742,138.480525,366-0059,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階校長室前廊下,,,,,,,
468,,市立清水興津中学校,教育施設課,清水区興津中町１４７８－１０,35.056061,138.522265,369-0105,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
469,,市立清水小島中学校,教育施設課,清水区但沼町２７１,35.101663,138.510648,393-2059,月曜～金曜8:00～16:30（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
470,,市立清水袖師中学校,教育施設課,清水区西久保１２５－１,35.039121,138.485569,366-6820,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,体育館,,,,,,,
471,,市立清水両河内中学校,教育施設課,清水区和田島３０３,35.107829,138.479188,395-2321,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
472,,市立蒲原中学校,教育施設課,清水区蒲原４９,35.124193,138.619682,385-4115,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階職員通用口,,,,,,,
473,,市立由比中学校,教育施設課,清水区由比４５６,35.108106,138.563093,375-3135,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
474,高校,市立清水桜が丘高等学校,市立清水桜が丘高等学校,清水区桜が丘町７番１５号,35.011191,138.477634,353-5388,8:10～16:55（平日）※上記時間・曜日以外でも、施設利用時であれば使用可能。（設置場所により使用できる機種に制限あり）,時間外利用不可,,1,3,①体育館２階廊下（屋外）,,,,,,,
475,,,,,35.011191,138.477634,,8:10～16:55（平日）※上記時間・曜日以外でも、施設利用時であれば使用可能。（設置場所により使用できる機種に制限あり）,時間外利用不可,,,,②校舎１階玄関ロビー,,,,,,,
476,,,,,35.011191,138.477634,,8:10～16:55（平日）※上記時間・曜日以外でも、施設利用時であれば使用可能。（設置場所により使用できる機種に制限あり）,時間外利用不可,,,,③校舎３階廊下,,,,,,,
477,青少年教育施設,清水大平青少年の家,教育総務課,清水区大平４６９番地,35.156339,138.428088,無人施設,無人施設のため、施設利用のあるときのみ,時間外利用不可,,1,1,正面入口を入って正面に設置,,,,,,,
478,,清水和田島少年自然の家,教育総務課,清水区和田島２７１番地の３,35.108517,138.477627,395-2611,休所日（月曜日、月曜日が祝日の場合はその翌日、12月28日～1月4日、変更する場合あり）以外の職員勤務時間（8：30～17：15、宿泊利用のあるときはこの限りでない）,時間外利用不可,,1,1,１階事務室内,,,,,,,
479,,浜石野外センター,青少年育成課,清水区由比阿僧９３４－６,35.119667,138.538007,375-4105,10：00～14：00　月～日,時間外利用不可,,1,1,正面入口カウンター横,,,,,,,
480,,はばたく教室,青少年育成課,清水区港町二丁目１番１号　キララシティ２階,35.007577,138.491612,351-3455,８：３0～1７：１５　月～金,時間外利用不可,,1,1,事務室内カウンター,,,,,,,
481,看護専門学校,清水看護専門学校,清水看護専門学校,清水区宮加三１２２１番地の５,34.981564,138.489309,336-1136,8:30～17:15　月～金（土日祝日、年末年始除く）,時間外利用不可,,1,1,管理棟１階事務室,,,,,,,
482,道路施設,清水駅東西自由通路,清水道路整備課,清水区真砂町１丁目１番,35.023559,138.488794,354-2027,24時間利用可能,,,1,1,改札付近公衆電話横,,,,,,,
483,下水処理場,清水南部浄化センター,下水道施設課,清水区清開三丁目１０番１号,34.990124,138.500338,334-7644,月～金（祝日、12/29～1/3を除く）　8:30～17:15,インターホンにて声をお掛けください。,,1,1,管理棟1階玄関ホール,,,,,,,
484,,清水北部浄化センター,下水道施設課,清水区横砂４０８番地の１５,35.038246,138.502653,364-0011,月～金（祝日、12/29～1/3を除く）　8:30～17:15,インターホンにて声をお掛けください。,,1,1,管理棟1階玄関ホール,,,,,,,
485,,静清浄化センター,下水道施設課,清水区清開一丁目１番１号,34.999783,138.495718,336-3810,月～金（祝日、12/29～1/3を除く）　8:30～17:15,インターホンにて声をお掛けください。,,1,1,管理棟1階玄関ホール,,,,,,,
486,その他,庵原斎場,戸籍管理課,清水区蒲原４９９９番地の１,35.132743,138.62486,385-6695,１月１日及び毎年市長が指定する休場日（友引日）以外の９時から17時まで,時間外利用不可,,1,1,待合ホール壁面,,,,,,,
487,,清水収集センター,収集業務課,清水区八坂町２１０２番地の１,35.040086,138.472206,366-2751,8：00～16：45（月～金）,時間外利用不可,,1,1,１階管理棟入口横,,,,,,,
488,,清水斎場,戸籍管理課,清水区北矢部１４５２番地,34.992756,138.467797,352-0420,１月１日及び毎年市長が指定する休場日（友引日）以外の９時から17時まで,時間外利用不可,,1,1,待合棟中央部柱,,,,,,,
489,,清水駅西口第１自転車等駐車場,交通政策課,清水区辻一丁目７－２,35.027806,138.488444,366-8751,5：30～23：30,時間外利用不可,,1,1,管理人室内,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
